,Age,Attrition,Department,DistanceFromHome,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,WorkMeanTime,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
1264,44,No,Research & Development,1,1,1265,Female,3,Research Scientist,Divorced,15630,12,8,2,9.0,3,4,1,3,0 days 09:20:49.225941422,3,3,2.0,1.0,2.0
1265,35,No,Research & Development,5,1,1266,Female,3,Manufacturing Director,Married,48980,15,8,2,10.0,2,4,2,3,0 days 09:28:09.621848739,3,3,3.0,1.0,3.0
1266,26,No,Research & Development,4,1,1267,Female,3,Sales Executive,Married,47890,20,8,1,5.0,2,2,0,0,0 days 10:09:26.194214876,3,4,3.0,4.0,2.0
1267,33,No,Sales,29,1,1268,Female,1,Human Resources,Single,31800,14,8,1,15.0,2,15,8,12,0 days 08:10:27.747967479,3,3,1.0,4.0,3.0
1268,35,No,Research & Development,15,1,1269,Male,3,Manufacturing Director,Married,65490,20,8,0,9.0,3,9,1,8,0 days 06:26:44.145922746,3,4,2.0,1.0,2.0
1269,35,No,Human Resources,3,1,1270,Female,1,Laboratory Technician,Married,63880,13,8,0,4.0,6,2,2,2,0 days 08:45:05.017094017,2,3,3.0,1.0,3.0
1270,31,No,Sales,10,1,1271,Female,2,Research Scientist,Divorced,112440,12,8,1,10.0,3,7,1,7,0 days 06:04:14.780082987,3,3,4.0,4.0,2.0
1271,37,No,Sales,4,1,1272,Male,4,Human Resources,Divorced,160320,13,8,0,7.0,2,7,0,7,0 days 07:23:27.736170212,3,3,1.0,3.0,4.0
1272,32,No,Research & Development,21,1,1273,Male,2,Sales Executive,Married,23620,11,8,0,9.0,2,9,7,8,0 days 08:04:24.143478260,3,3,1.0,4.0,3.0
1273,38,No,Research & Development,25,1,1274,Male,2,Manufacturing Director,Single,163280,17,8,3,10.0,2,10,9,9,0 days 06:12:54.076595744,3,3,4.0,4.0,3.0
1274,50,No,Sales,2,1,1275,Female,4,Research Scientist,Divorced,83760,14,8,3,29.0,2,27,13,8,0 days 09:29:26.195744680,3,3,2.0,3.0,2.0
1275,59,No,Research & Development,1,1,1276,Male,1,Laboratory Technician,Single,166060,11,8,0,28.0,6,21,7,9,0 days 06:53:13.961864406,3,3,1.0,1.0,2.0
1276,36,No,Sales,1,1,1277,Female,2,Sales Executive,Divorced,86060,14,8,2,17.0,3,17,12,8,0 days 05:58:48.918032786,3,3,3.0,3.0,3.0
1277,55,No,Research & Development,7,1,1278,Male,3,Research Scientist,Divorced,22720,17,8,1,21.0,2,5,0,2,0 days 08:04:50.197530864,3,3,4.0,3.0,3.0
1278,36,No,Research & Development,3,1,1279,Female,2,Laboratory Technician,Single,20180,13,8,0,6.0,5,6,0,3,0 days 07:11:00.570175438,3,3,2.0,2.0,3.0
1279,45,No,Research & Development,1,1,1280,Female,1,Sales Executive,Divorced,70830,12,8,1,25.0,5,1,0,0,0 days 06:46:44.232365145,3,3,2.0,1.0,3.0
1280,35,No,Human Resources,9,1,1281,Female,2,Sales Representative,Married,40840,13,8,1,5.0,3,3,1,2,0 days 06:04:34.057851239,3,3,2.0,1.0,2.0
1281,36,Yes,Sales,7,1,1282,Male,4,Laboratory Technician,Married,144110,18,8,3,2.0,2,1,0,0,0 days 08:51:23.377049180,4,3,4.0,3.0,2.0
1282,59,No,Research & Development,10,1,1283,Male,3,Research Scientist,Single,23080,19,8,1,20.0,4,4,1,3,0 days 06:45:38.064935064,2,3,1.0,3.0,2.0
1283,29,No,Research & Development,28,1,1284,Female,1,Sales Representative,Married,48410,11,8,0,6.0,3,5,0,4,0 days 07:47:41.371308016,3,3,3.0,2.0,3.0
1284,31,No,Research & Development,3,1,1285,Female,3,Sales Executive,Single,42850,21,8,1,1.0,2,1,1,0,0 days 06:16:23.008658008,1,4,3.0,2.0,3.0
1285,32,No,Sales,3,1,1286,Male,2,Manufacturing Director,Married,97150,15,8,1,10.0,1,10,0,9,0 days 07:29:29.417355371,2,3,2.0,2.0,3.0
1286,36,No,Research & Development,2,1,1287,Male,2,Sales Representative,Married,43200,17,8,0,5.0,2,1,0,0,0 days 07:08:55.640692640,3,3,2.0,4.0,3.0
1287,31,No,Research & Development,27,1,1288,Female,2,Research Director,Single,21320,18,8,0,11.0,3,11,1,8,0 days 06:04:13.654320987,3,3,3.0,4.0,3.0
1288,35,No,Research & Development,2,1,1289,Male,2,Healthcare Representative,Single,101240,14,8,1,16.0,2,15,2,8,0 days 05:59:39.059071729,4,3,3.0,1.0,3.0
1289,45,No,Human Resources,14,1,1290,Female,1,Sales Executive,Married,54730,13,8,0,17.0,3,0,0,0,0 days 08:51:32.873417721,1,3,4.0,1.0,4.0
1290,37,No,Research & Development,1,1,1291,Female,3,Sales Executive,Single,52070,17,8,3,16.0,3,5,0,2,0 days 06:34:13.406504065,3,3,1.0,3.0,4.0
1291,46,No,Research & Development,9,1,1292,Male,3,Manager,Divorced,164370,15,8,1,16.0,0,4,0,2,0 days 10:13:37.238493723,3,3,2.0,2.0,3.0
1292,30,No,Sales,18,1,1293,Male,4,Human Resources,Married,22960,18,8,1,10.0,2,10,3,0,0 days 09:09:23.629787234,3,3,4.0,4.0,2.0
1293,35,No,Research & Development,20,1,1294,Female,3,Human Resources,Single,40690,13,8,0,6.0,5,6,0,4,0 days 07:52:10.806866952,3,3,2.0,3.0,3.0
1294,55,No,Research & Development,2,1,1295,Female,2,Laboratory Technician,Married,74410,12,8,1,24.0,4,1,1,0,0 days 06:40:53.937238493,3,3,1.0,4.0,3.0
1295,38,No,Sales,11,1,1296,Male,2,Laboratory Technician,Divorced,24300,13,8,2,17.0,2,13,1,9,0 days 08:46:22.519650655,4,3,2.0,4.0,3.0
1296,34,No,Research & Development,8,1,1297,Male,1,Research Scientist,Married,58780,14,8,0,5.0,1,5,1,3,0 days 07:58:33.189300411,3,3,1.0,2.0,3.0
1297,56,No,Human Resources,2,1,1298,Male,2,Sales Executive,Single,26440,11,8,1,37.0,2,6,0,2,0 days 06:17:09.942148760,3,3,4.0,4.0,2.0
1298,23,No,Research & Development,10,1,1299,Male,2,Laboratory Technician,Divorced,64390,22,8,3,3.0,2,0,0,0,0 days 06:22:40.395652173,3,4,3.0,1.0,3.0
1299,51,No,Research & Development,29,1,1300,Female,5,Manufacturing Director,Married,24510,17,8,0,10.0,2,4,0,3,0 days 06:43:50.887029288,2,3,4.0,4.0,3.0
1300,30,No,Sales,8,1,1301,Male,1,Sales Representative,Married,63920,21,8,1,11.0,2,11,10,8,0 days 07:35:11.008196721,4,4,3.0,4.0,3.0
1301,46,Yes,Sales,1,1,1302,Female,2,Research Scientist,Single,97140,22,8,0,9.0,0,9,4,7,0 days 06:10:19.053497942,3,4,3.0,4.0,3.0
1302,40,No,Research & Development,6,1,1303,Male,1,Healthcare Representative,Married,60770,16,8,2,22.0,2,22,11,11,0 days 07:22:21.458874458,2,3,3.0,2.0,2.0
1303,51,No,Research & Development,8,1,1304,Female,5,Sales Representative,Single,24500,12,8,1,11.0,2,10,1,0,0 days 10:02:40.400843881,3,3,3.0,4.0,1.0
1304,30,No,Research & Development,9,1,1305,Male,1,Manufacturing Director,Divorced,92500,12,8,3,11.0,0,11,2,7,0 days 08:02:14.303797468,3,3,3.0,2.0,2.0
1305,46,No,Research & Development,12,1,1306,Male,1,Laboratory Technician,Married,20740,15,8,1,21.0,3,10,9,5,0 days 08:58:58.383966244,3,3,3.0,1.0,2.0
1306,32,No,Sales,15,1,1307,Male,1,Research Scientist,Single,101690,14,8,0,12.0,6,11,5,7,0 days 07:16:50.628099173,2,3,2.0,3.0,3.0
1307,54,No,Research & Development,25,1,1308,Female,1,Laboratory Technician,Married,48550,25,8,1,16.0,2,4,0,3,0 days 07:33:15.115702479,2,4,1.0,3.0,1.0
1308,24,No,Sales,6,1,1309,Male,2,Research Scientist,Married,40870,20,8,3,4.0,1,3,0,2,0 days 07:45:44.792372881,3,4,1.0,3.0,2.0
1309,28,No,Sales,9,1,1310,Male,2,Laboratory Technician,Married,23670,13,8,0,5.0,2,5,0,4,0 days 05:57:58.625514403,2,3,2.0,3.0,4.0
1310,58,No,Research & Development,8,1,1311,Male,2,Sales Executive,Single,29720,14,8,0,38.0,2,37,1,8,0 days 07:02:56,4,3,4.0,3.0,2.0
1311,44,No,Research & Development,23,1,1312,Female,1,Research Scientist,Married,195860,16,8,0,17.0,3,3,1,2,0 days 06:42:18.901639344,2,3,2.0,2.0,4.0
1312,37,Yes,Human Resources,9,1,1313,Male,2,Healthcare Representative,Divorced,54840,17,8,0,7.0,4,3,0,2,0 days 10:06:22.842741935,3,3,3.0,1.0,3.0
1313,32,No,Human Resources,12,1,1314,Female,1,Sales Representative,Single,20610,15,8,1,1.0,2,1,0,0,0 days 07:55:34.306382978,2,3,4.0,1.0,3.0
1314,20,Yes,Sales,4,1,1315,Female,2,Healthcare Representative,Single,99240,22,8,0,1.0,3,1,1,0,0 days 10:40:07.566801619,3,4,4.0,4.0,3.0
1315,34,No,Research & Development,1,1,1316,Male,4,Laboratory Technician,Single,41980,22,8,1,16.0,2,16,2,10,0 days 07:35:27.701680672,2,4,1.0,3.0,3.0
1316,37,No,Sales,24,1,1317,Male,1,Research Scientist,Divorced,68150,20,8,1,17.0,3,1,0,0,0 days 07:45:00.620689655,3,4,3.0,4.0,4.0
1317,59,No,Research & Development,12,1,1318,Male,2,Sales Executive,Married,47230,14,8,0,30.0,0,3,2,2,0 days 07:10:52.808510638,3,3,3.0,4.0,3.0
1318,50,No,Research & Development,3,1,1319,Male,4,Research Scientist,Married,61420,13,8,2,28.0,3,8,0,7,0 days 09:32:35.487179487,2,3,1.0,2.0,2.0
1319,25,Yes,Sales,10,1,1320,Male,2,Research Director,Single,82370,13,8,0,6.0,6,6,0,3,0 days 08:28:29.677685950,2,3,3.0,3.0,3.0
1320,25,No,Research & Development,26,1,1321,Male,1,Laboratory Technician,Married,88530,22,8,1,2.0,3,2,2,1,0 days 07:40:10.834710743,3,4,4.0,4.0,3.0
1321,22,No,Research & Development,2,1,1322,Male,1,Sales Representative,Single,193310,12,8,1,1.0,2,0,0,0,0 days 06:14:10.777777777,3,3,2.0,4.0,3.0
1322,51,No,Research & Development,1,1,1323,Female,1,Sales Executive,Single,20730,14,8,1,23.0,4,13,12,8,0 days 07:27:30.120833333,3,3,1.0,1.0,2.0
1323,34,Yes,Human Resources,4,1,1324,Female,5,Sales Executive,Single,55620,15,8,0,9.0,3,9,0,6,0 days 08:11:02.648535564,3,3,1.0,3.0,3.0
1324,54,No,Research & Development,9,1,1325,Male,1,Laboratory Technician,Single,196130,17,8,0,23.0,5,5,4,4,0 days 08:06:28.181818181,3,3,4.0,4.0,3.0
1325,24,No,Research & Development,2,1,1326,Male,2,Laboratory Technician,Married,34070,13,8,1,6.0,4,5,1,2,0 days 06:27:39.117154811,3,3,2.0,3.0,3.0
1326,34,No,Sales,4,1,1327,Female,2,Sales Representative,Divorced,50630,12,8,1,12.0,2,1,0,0,0 days 05:58:28.903361344,3,3,3.0,2.0,3.0
1327,37,No,Sales,6,1,1328,Male,1,Laboratory Technician,Single,46390,12,8,2,12.0,3,5,1,3,0 days 06:11:41.965665236,3,3,3.0,4.0,3.0
1328,34,No,Sales,9,1,1329,Male,2,Healthcare Representative,Single,48760,21,8,1,14.0,3,11,5,8,0 days 07:49:22.280334728,3,4,3.0,1.0,3.0
1329,36,No,Human Resources,7,1,1330,Male,1,Research Scientist,Married,26900,11,8,0,10.0,1,9,2,8,0 days 07:57:04.686192468,3,3,2.0,4.0,3.0
1330,36,No,Research & Development,1,1,1331,Female,2,Manufacturing Director,Divorced,175670,13,8,0,7.0,6,1,0,0,0 days 07:28:06.564853556,3,3,1.0,4.0,3.0
1331,43,No,Research & Development,3,1,1332,Male,1,Sales Executive,Married,24080,12,8,1,25.0,3,25,4,12,0 days 08:39:57.860169491,3,3,3.0,4.0,4.0
1332,30,No,Research & Development,10,1,1333,Female,3,Healthcare Representative,Divorced,28140,24,8,0,10.0,2,10,0,9,0 days 07:52:39.754310344,3,4,1.0,3.0,2.0
1333,33,No,Sales,7,1,1334,Male,2,Sales Executive,Married,112450,21,8,0,8.0,3,7,0,7,0 days 06:40:51.782786885,3,4,3.0,2.0,4.0
1334,56,Yes,Research & Development,15,1,1335,Male,2,Laboratory Technician,Married,33120,19,8,0,7.0,1,5,4,3,0 days 08:58:28.738197424,1,3,2.0,2.0,3.0
1335,51,No,Research & Development,3,1,1336,Female,2,Sales Representative,Single,190490,14,8,1,23.0,2,20,15,15,0 days 06:39:31.141078838,3,3,1.0,3.0,3.0
1336,31,Yes,Research & Development,2,1,1337,Female,3,Sales Executive,Married,21410,20,8,0,12.0,2,7,7,7,0 days 08:21:44.200854700,3,4,2.0,3.0,2.0
1337,26,No,Sales,17,1,1338,Female,2,Manager,Married,57690,19,8,0,5.0,4,5,4,3,0 days 07:39:09.708860759,2,3,3.0,2.0,2.0
1338,58,Yes,Sales,2,1,1339,Female,1,Research Scientist,Married,43850,13,8,1,40.0,2,40,15,6,0 days 07:30:57.417021276,2,3,4.0,4.0,2.0
1339,19,Yes,Research & Development,5,1,1340,Male,1,Manager,Single,53320,23,8,1,0.0,2,0,0,0,0 days 09:19:29.516666666,3,4,4.0,3.0,2.0
1340,22,No,Sales,29,1,1341,Male,1,Sales Executive,Married,46630,13,8,1,3.0,1,2,2,1,0 days 06:21:10.413502109,3,3,3.0,4.0,3.0
1341,49,No,Research & Development,2,1,1342,Female,1,Sales Executive,Married,47240,11,8,1,16.0,3,15,5,11,0 days 07:09:52.464730290,2,3,3.0,1.0,2.0
1342,43,No,Sales,2,1,1343,Male,1,Sales Executive,Single,32110,13,8,0,18.0,2,3,1,2,0 days 07:56:39.738197424,4,3,2.0,3.0,3.0
1343,50,No,Research & Development,19,1,1344,Male,2,Sales Executive,Single,53770,14,8,1,16.0,3,2,2,1,0 days 07:03:03.187500,4,3,3.0,4.0,3.0
1344,31,Yes,Research & Development,15,1,1345,Female,2,Sales Executive,Married,40660,22,8,0,4.0,2,2,2,2,0 days 08:22:18.666666666,2,4,2.0,3.0,3.0
1345,41,No,Research & Development,17,1,1346,Male,1,Manufacturing Director,Divorced,52080,11,8,3,12.0,2,9,0,7,0 days 08:05:00.791304347,1,3,3.0,3.0,3.0
1346,26,No,Research & Development,17,1,1347,Male,2,Sales Executive,Married,48770,13,8,1,8.0,5,8,5,7,0 days 07:55:00.640167364,4,3,3.0,3.0,3.0
1347,36,No,Human Resources,25,1,1348,Male,2,Research Scientist,Divorced,31170,21,8,1,7.0,2,3,0,1,0 days 06:46:13.168776371,4,4,2.0,2.0,3.0
1348,51,Yes,Research & Development,6,1,1349,Female,1,Manager,Single,15690,11,8,0,18.0,2,4,0,3,0 days 07:09:36.514522821,4,3,1.0,4.0,3.0
1349,39,No,Research & Development,7,1,1350,Female,1,Research Scientist,Married,196580,13,8,1,17.0,3,15,5,9,0 days 07:50:41.979674796,4,3,4.0,3.0,4.0
1350,25,No,Sales,29,1,1351,Female,3,Research Scientist,Married,30690,14,8,1,6.0,3,2,2,2,0 days 07:45:37.497890295,2,3,1.0,3.0,3.0
1351,30,No,Research & Development,21,1,1352,Male,2,Laboratory Technician,Married,104350,11,8,0,12.0,5,11,4,7,0 days 09:57:07.646551724,3,3,3.0,4.0,1.0
1352,32,Yes,Research & Development,2,1,1353,Female,2,Research Director,Single,41480,15,8,0,10.0,0,5,0,4,0 days 07:52:09.123456790,2,3,1.0,1.0,4.0
1353,45,No,Research & Development,2,1,1354,Female,2,Healthcare Representative,Single,57680,23,8,1,9.0,4,6,0,3,0 days 07:20:31.939393939,3,4,3.0,4.0,2.0
1354,38,No,Research & Development,7,1,1355,Female,2,Research Director,Single,50420,16,8,1,19.0,4,3,2,2,0 days 10:22:25.453441295,3,3,4.0,3.0,3.0
1355,30,No,Sales,13,1,1356,Female,2,Laboratory Technician,Single,57700,16,8,1,5.0,2,5,0,4,0 days 06:39:07.156779661,4,3,1.0,3.0,2.0
1356,32,No,Sales,2,1,1357,Male,3,Laboratory Technician,Divorced,77560,21,8,0,9.0,3,8,0,7,0 days 06:28:44.739669421,3,4,4.0,4.0,4.0
1357,30,No,Research & Development,1,1,1358,Female,3,Sales Executive,Divorced,103060,13,8,0,8.0,5,3,2,2,0 days 06:41:29.834061135,3,3,4.0,1.0,3.0
1358,30,No,Sales,9,1,1359,Male,2,Research Scientist,Single,39360,11,8,1,6.0,3,5,1,2,0 days 06:21:57.938864628,3,3,2.0,4.0,3.0
1359,41,No,Sales,10,1,1360,Female,3,Manufacturing Director,Divorced,79450,12,8,1,21.0,6,7,7,7,0 days 07:17:19.884773662,2,3,4.0,1.0,2.0
1360,41,No,Research & Development,10,1,1361,Male,4,Research Scientist,Married,57430,12,8,3,7.0,2,5,1,4,0 days 07:58:55.830508474,4,3,3.0,1.0,3.0
1361,19,No,Research & Development,1,1,1362,Female,5,Manufacturing Director,Single,152020,18,8,3,1.0,2,1,0,0,0 days 06:21:13.530864197,2,3,2.0,2.0,3.0
1362,40,No,Research & Development,26,1,1363,Male,2,Manufacturing Director,Divorced,54400,12,8,1,20.0,2,20,2,13,0 days 06:58:24.152838427,3,3,2.0,2.0,3.0
1363,35,No,Sales,8,1,1364,Female,3,Laboratory Technician,Married,37600,14,8,3,10.0,2,10,0,6,0 days 07:21:48.231759656,3,3,3.0,2.0,3.0
1364,53,No,Sales,14,1,1365,Female,5,Manufacturing Director,Married,35170,12,8,1,13.0,1,7,4,5,0 days 10:50:47.098712446,2,3,2.0,3.0,1.0
1365,45,No,Sales,1,1,1366,Male,1,Research Scientist,Divorced,25800,17,8,3,20.0,3,17,0,15,0 days 06:45:40.839826839,3,3,2.0,2.0,1.0
1366,32,No,Sales,2,1,1367,Female,1,Manufacturing Director,Single,21660,19,8,1,9.0,4,9,3,7,0 days 07:52:26.025423728,1,3,2.0,4.0,3.0
1367,29,No,Research & Development,10,1,1368,Male,3,Healthcare Representative,Married,58690,11,8,1,10.0,6,10,0,9,0 days 06:04:15.059071729,4,3,4.0,3.0,3.0
1368,51,No,Research & Development,1,1,1369,Female,3,Research Director,Married,80080,15,8,1,10.0,4,1,0,0,0 days 07:32:34.449392712,3,3,2.0,3.0,3.0
1369,58,No,Sales,3,1,1370,Female,1,Research Scientist,Married,52060,11,8,3,9.0,4,1,0,0,0 days 09:56:53.457489878,1,3,2.0,2.0,2.0
1370,40,No,Research & Development,11,1,1371,Male,4,Laboratory Technician,Married,52950,18,8,0,15.0,4,12,2,11,0 days 06:10:07.921397379,3,3,3.0,4.0,2.0
1371,34,No,Sales,24,1,1372,Male,2,Manufacturing Director,Married,164130,16,8,0,6.0,1,4,1,2,0 days 06:56:51.476394849,3,3,3.0,3.0,3.0
1372,22,No,Research & Development,3,1,1373,Male,1,Laboratory Technician,Married,132690,25,8,1,2.0,2,2,2,2,0 days 07:38:46.799180327,3,4,3.0,4.0,3.0
1373,27,No,Research & Development,3,1,1374,Male,1,Healthcare Representative,Divorced,27830,16,8,1,6.0,2,2,2,2,0 days 06:16:26.891213389,4,3,4.0,2.0,1.0
1374,28,No,Sales,4,1,1375,Male,2,Healthcare Representative,Married,54330,13,8,1,5.0,4,5,0,2,0 days 06:30:16.504310344,2,3,3.0,4.0,1.0
1375,57,No,Research & Development,3,1,1376,Male,2,Manufacturing Director,Divorced,20130,14,8,1,12.0,5,5,1,4,0 days 10:49:49.651821862,3,3,3.0,4.0,1.0
1376,27,No,Research & Development,2,1,1377,Male,1,Manufacturing Director,Divorced,139660,19,8,0,1.0,1,1,0,1,0 days 10:34:16.487704918,3,3,3.0,3.0,2.0
1377,50,No,Research & Development,4,1,1378,Female,2,Manufacturing Director,Single,43740,15,8,1,21.0,5,5,4,4,0 days 06:10:55.525641025,4,3,3.0,2.0,3.0
1378,41,No,Sales,7,1,1379,Male,4,Laboratory Technician,Divorced,68420,12,8,1,13.0,3,9,1,8,0 days 06:09:37.771551724,3,3,1.0,3.0,3.0
1379,30,No,Human Resources,1,1,1380,Female,1,Manager,Married,174260,12,8,1,12.0,0,10,7,4,0 days 06:52:46.167381974,2,3,2.0,4.0,3.0
1380,38,No,Sales,1,1,1381,Male,2,Laboratory Technician,Single,176030,16,8,0,12.0,0,8,0,7,0 days 06:17:49.135593220,2,3,1.0,4.0,4.0
1381,32,No,Research & Development,20,1,1382,Female,1,Manufacturing Director,Single,45810,14,8,1,8.0,3,5,1,4,0 days 06:54:15.017167381,3,3,3.0,3.0,3.0
1382,27,No,Research & Development,5,1,1383,Male,2,Healthcare Representative,Married,47350,13,8,0,6.0,2,5,1,1,0 days 08:50:49.723404255,3,3,3.0,2.0,2.0
1383,19,Yes,Research & Development,10,1,1384,Male,2,Healthcare Representative,Single,41870,22,8,1,1.0,4,0,0,0,0 days 07:28:39.588744588,3,4,3.0,1.0,4.0
1384,36,No,Sales,25,1,1385,Female,2,Research Director,Single,55050,21,8,2,13.0,3,8,7,2,0 days 07:22:30.630901287,3,4,4.0,2.0,2.0
1385,30,No,Sales,1,1,1386,Female,1,Sales Executive,Divorced,54700,18,8,1,12.0,2,12,6,10,0 days 06:46:48.614406779,3,3,3.0,1.0,3.0
1386,45,No,Research & Development,24,1,1387,Male,2,Sales Executive,Divorced,54760,13,8,1,9.0,3,5,0,3,0 days 08:05:25.585470085,3,3,3.0,1.0,4.0
1387,56,No,Research & Development,4,1,1388,Male,4,Manager,Divorced,25870,12,8,0,19.0,2,2,2,2,0 days 08:14:58.093877551,2,3,3.0,1.0,3.0
1388,33,No,Research & Development,2,1,1389,Male,1,Sales Executive,Single,24400,18,8,3,4.0,4,3,0,2,0 days 06:45:38.344827586,3,3,3.0,4.0,4.0
1389,19,Yes,Research & Development,8,1,1390,Male,2,Sales Executive,Single,159720,21,8,0,1.0,2,1,1,0,0 days 07:10:37.189655172,3,4,2.0,4.0,2.0
1390,46,No,Research & Development,10,1,1391,Female,2,Laboratory Technician,Divorced,153790,12,8,0,24.0,1,24,15,7,0 days 06:53:32.500000,1,3,2.0,1.0,3.0
1391,38,No,Sales,4,1,1392,Male,1,Manufacturing Director,Single,70820,14,8,0,2.0,3,2,2,1,0 days 07:53:52.079166666,4,3,3.0,4.0,3.0
1392,31,No,Sales,2,1,1393,Male,2,Sales Representative,Married,27280,11,8,0,7.0,3,4,0,2,0 days 10:19:08.495798319,4,3,3.0,4.0,3.0
1393,34,No,Sales,9,1,1394,Female,2,Manager,Single,53680,14,8,1,9.0,2,3,1,2,0 days 06:13:18.676348547,3,3,4.0,2.0,3.0
1394,41,Yes,Research & Development,18,1,1395,Male,5,Laboratory Technician,Single,53470,24,8,1,4.0,1,4,0,2,0 days 10:04:44.467479674,3,4,2.0,2.0,2.0
1395,50,No,Sales,19,1,1396,Male,3,Sales Executive,Married,31950,11,8,0,5.0,4,3,0,2,0 days 06:45:04.099567099,2,3,3.0,3.0,2.0
1396,53,No,Sales,1,1,1397,Male,1,Manager,Divorced,39890,13,8,0,5.0,2,4,1,3,0 days 06:05:26.853556485,3,3,4.0,1.0,3.0
1397,33,No,Research & Development,4,1,1398,Male,1,Human Resources,Married,33060,11,8,3,8.0,6,8,1,6,0 days 07:29:28.252032520,1,3,4.0,2.0,3.0
1398,40,No,Research & Development,11,1,1399,Female,2,Sales Executive,Married,70050,20,8,2,21.0,2,20,9,9,0 days 06:10:48.641350210,3,4,4.0,3.0,3.0
1399,55,No,Research & Development,6,1,1400,Female,2,Laboratory Technician,Single,26550,17,8,0,36.0,0,24,2,15,0 days 06:04:45.055084745,2,3,3.0,2.0,3.0
1400,34,No,Human Resources,7,1,1401,Female,1,Research Scientist,Married,13930,11,8,2,10.0,4,10,1,9,0 days 06:46:14.688596491,4,3,4.0,3.0,2.0
1401,51,No,Human Resources,4,1,1402,Male,2,Sales Representative,Single,25700,18,8,0,21.0,2,7,1,0,0 days 07:21:42.356223175,3,3,4.0,2.0,3.0
1402,52,No,Research & Development,2,1,1403,Female,2,Sales Representative,Married,35370,11,8,1,34.0,3,33,11,9,0 days 06:16:25.004366812,3,3,3.0,3.0,3.0
1403,27,No,Sales,15,1,1404,Male,1,Research Scientist,Single,39860,12,8,2,7.0,3,7,0,3,0 days 07:29:46.388185654,3,3,4.0,2.0,2.0
1404,35,Yes,Research & Development,2,1,1405,Female,2,Research Director,Married,108830,12,8,0,8.0,3,1,0,1,0 days 08:57:26.287500,4,3,2.0,3.0,3.0
1405,43,No,Research & Development,6,1,1406,Male,1,Healthcare Representative,Divorced,20280,20,8,1,7.0,2,5,2,2,0 days 07:58:49.050209205,2,4,4.0,4.0,4.0
1406,45,No,Research & Development,9,1,1407,Female,1,Sales Executive,Married,95250,19,8,0,22.0,3,20,11,8,0 days 06:09:14.781659388,3,3,1.0,4.0,3.0
1407,37,No,Research & Development,7,1,1408,Female,1,Research Scientist,Married,29290,12,8,0,8.0,2,8,1,7,0 days 10:05:07.506276150,1,3,2.0,1.0,3.0
1408,35,No,Research & Development,1,1,1409,Male,2,Research Director,Single,22750,13,8,0,10.0,2,6,1,2,0 days 06:03:59.226086956,4,3,2.0,2.0,3.0
1409,42,No,Research & Development,1,1,1410,Male,2,Sales Executive,Divorced,78790,11,8,1,11.0,2,5,0,2,0 days 06:22:27.283842794,3,3,3.0,3.0,3.0
1410,38,No,Sales,8,1,1411,Male,5,Research Scientist,Married,49300,14,8,0,14.0,0,1,0,0,0 days 06:15:51.903083700,3,3,4.0,3.0,3.0
1411,38,No,Human Resources,25,1,1412,Female,1,Manufacturing Director,Married,78470,14,8,1,9.0,3,7,1,7,0 days 07:14:00.320833333,4,3,4.0,4.0,1.0
1412,27,No,Research & Development,13,1,1413,Male,1,Manager,Married,44010,13,8,0,6.0,4,2,2,0,0 days 06:29:21.728448275,2,3,3.0,1.0,3.0
1413,49,No,Research & Development,23,1,1414,Female,2,Sales Executive,Divorced,92410,19,8,1,7.0,5,7,1,7,0 days 09:33:16.469635627,3,3,4.0,4.0,3.0
1414,34,No,Research & Development,7,1,1415,Male,4,Sales Representative,Divorced,29740,23,8,0,5.0,2,5,2,0,0 days 10:27:58.510729613,3,4,4.0,3.0,4.0
1415,40,No,Research & Development,23,1,1416,Female,1,Laboratory Technician,Married,45020,12,8,2,15.0,0,7,3,7,0 days 10:21:25.264705882,2,3,3.0,4.0,4.0
1416,38,Yes,Sales,6,1,1417,Female,3,Research Scientist,Married,107480,15,8,0,17.0,3,1,0,0,0 days 08:20:02.902542372,3,3,2.0,1.0,3.0
1417,29,Yes,Sales,10,1,1418,Female,2,Research Scientist,Married,15550,19,8,2,10.0,2,10,1,9,0 days 06:40:42.613168724,3,3,2.0,4.0,2.0
1418,22,No,Research & Development,1,1,1419,Female,4,Healthcare Representative,Divorced,129360,11,8,2,4.0,3,4,2,2,0 days 08:29:34.203319502,3,3,4.0,2.0,2.0
1419,36,No,Research & Development,1,1,1420,Female,2,Laboratory Technician,Single,23050,17,8,0,8.0,3,8,1,7,0 days 07:28:06.314655172,3,3,2.0,4.0,3.0
1420,40,No,Research & Development,28,1,1421,Male,1,Manufacturing Director,Married,167040,22,8,0,5.0,2,3,0,2,0 days 06:03:54.008810572,4,4,4.0,4.0,1.0
1421,46,No,Research & Development,25,1,1422,Male,5,Research Scientist,Divorced,34330,18,8,0,17.0,3,4,0,3,0 days 05:57:32.621739130,3,3,4.0,1.0,3.0
1422,32,Yes,Research & Development,5,1,1423,Male,1,Healthcare Representative,Married,34770,11,8,0,14.0,2,14,9,8,0 days 07:44:59.252100840,4,3,4.0,4.0,2.0
